fid,DN,area
"1","85",14465823.7958717
"2","85",3617171.86620903
"3","85",3617171.86620712
"4","85",3618603.05328369
"5","65",3621463.94639206
"6","75",14485854.2528915
"7","65",7248645.57437897
"8","65",7248645.57437897
"9","65",3624322.86362839
"10","65",3625751.58083725
"11","65",47123769.5099392
"12","65",32638789.6032372
"13","65",3627179.80355072
"14","75",3628607.53159142
"15","75",3628607.53158951
"16","55",3630034.76477432
"17","45",7262922.85400009
"18","65",3631461.50292969
"19","85",7264349.24882126
"20","45",3632887.74589157
"21","55",3632887.74589157
"22","45",3635738.74547768
"23","55",10905460.6557083
"24","65",156255929.531769
"25","75",10909735.269249
"26","65",3637163.5017662
"27","45",21829770.0431595
"28","65",3640011.52644348
"29","85",3641434.79448318
"30","45",7285714.98193359
"31","45",36415436.6558914
"32","65",3644279.84108925
"33","65",3644279.84108734
"34","75",3645701.61930656
"35","45",127471758.256308
"36","65",80156218.9924374
"37","75",3647122.90056419
"38","75",14591332.871479
"39","75",3648543.6846981
"40","65",7298507.65621185
"41","75",3649963.97151184
"42","75",3649963.97151184
"43","55",18254078.2304459
"44","55",444971549.453386
"45","95",36532526.1723194
"46","55",608508585.193275
"47","55",1238447579.52131
"48","55",3655640.14222145
"49","85",3655640.14222145
"50","55",3657057.93988609
"51","75",36544718.9961567
"52","55",10977175.0914688
"53","95",7318367.27916527
"54","75",32918104.1381626
"55","65",43908717.4102402
"56","75",3661308.34204674
"57","95",7322616.5365181
"58","85",343481813.918116
"59","65",7325448.14312744
"60","85",7328278.75162888
"61","75",3665554.25431824
"62","95",3665554.25431824
"63","75",21991828.0719223
"64","65",21994739.0383263
"65","75",219638256.583281
"66","95",3666968.55983734
"67","95",7333936.97293854
"68","95",7335350.92562485
"69","65",7336764.58504486
"70","65",7336764.58504486
"71","85",3668382.36578751
"72","65",3668382.36578751
"73","85",3668382.36578751
"74","85",40345135.5548077
"75","75",11006894.0082378
"76","65",29337159.6400509
"77","75",7338178.03778648
"78","95",14676277.1880455
"79","95",33014692.6696396
"80","75",3669795.67199898
"81","105",7339591.19765854
"82","75",3669795.67199898
"83","85",3669795.67199898
"84","95",11009386.4306831
"85","65",7341004.15027618
"86","65",22019518.3971596
"87","85",7342416.81044769
"88","65",40372989.1859798
"89","75",11015371.6385612
"90","75",3672620.78447151
"91","85",3672620.7844696
"92","75",3672620.78447151
"93","85",557115692.971277
"94","85",11019608.2029877
"95","65",18366336.0426922
"96","105",7348065.03508759
"97","85",341239003.339642
"98","65",22043117.2796669
"99","65",4535042832.73607
"100","65",11023843.2662449
"101","95",40414355.2446136
"102","75",3675443.89587784
"103","65",3675443.89587784
"104","105",14701774.1285782
"105","85",3675443.89587975
"106","95",3675443.89587975
"107","95",7350887.64627457
"108","115",3675443.89587975
"109","95",3675443.89587975
"110","65",84487614.4662151
"111","105",18377218.8332996
"112","75",3676854.70075226
"113","75",3676854.70075417
"114","105",7353709.25621414
"115","75",183656623.373213
"116","75",7353709.25622177
"117","105",3676854.70075417
"118","95",231468467.590961
"119","85",25737981.4678383
"120","85",40438751.0902519
"121","85",3678265.00483513
"122","95",3678265.00483322
"123","95",3678265.00483322
"124","95",7356529.86459351
"125","105",11034794.4342003
"126","105",3678265.00483322
"127","105",25739798.4088898
"128","95",40431693.916647
"129","105",7357939.81279945
"130","105",7359349.47106552
"131","95",7359349.47106552
"132","85",7359349.47106552
"133","95",3679674.80796814
"134","105",3679674.80796623
"135","125",3679674.80796623
"136","125",3679674.80796814
"137","135",3679674.80796814
"138","105",3679674.80796814
"139","75",11039023.9227562
"140","105",18394143.6283436
"141","85",202160383.058098
"142","115",18401791.3891754
"143","105",11040768.4970112
"144","145",7360758.91792297
"145","105",3681084.10995674
"146","105",3681084.10995483
"147","125",3681084.10995483
"148","145",3681084.10995674
"149","165",3681084.10995483
"150","145",3681084.10995483
"151","125",3681084.10995674
"152","125",3681084.10995674
"153","135",3681084.10995483
"154","135",3681084.10995674
"155","115",3681084.10995483
"156","105",44150452.9714699
"157","85",128704397.628805
"158","95",47845159.3250828
"159","105",7363577.02060318
"160","95",14726749.8438492
"161","75",18409843.4498234
"162","95",40485474.7940025
"163","75",3682492.91064453
"164","75",7364985.67684174
"165","105",3682492.91064644
"166","105",3682492.91064835
"167","115",3682492.91064644
"168","105",3682492.91064835
"169","135",3682492.91064835
"170","165",3682492.91064644
"171","155",3682492.91064835
"172","105",147078030.669304
"173","65",25768995.7767811
"174","95",11049222.0917912
"175","95",29459537.7961617
"176","115",11049222.0917854
"177","115",147210828.501362
"178","95",33141829.8267288
"179","75",3683901.20985413
"180","95",3683901.20985413
"181","105",3683901.20985413
"182","115",7367802.27547073
"183","135",7367802.27547073
"184","105",3683901.20985413
"185","105",3683901.20985413
"186","145",7367802.27547073
"187","145",7367802.27547073
"188","135",3683901.20985413
"189","105",11049959.9810333
"190","95",62587547.2708683
"191","115",29462689.2422523
"192","125",14735604.3377705
"193","85",29471339.7470589
"194","85",463023424.61422
"195","105",7369210.21726608
"196","135",29471206.5873146
"197","95",14738018.1080208
"198","105",29465575.1901836
"199","115",3685309.00741386
"200","135",3685309.00741386
"201","155",7370617.87081146
"202","135",3685309.00741386
"203","105",3685309.00741386
"204","95",3685309.00741386
"205","95",11054183.7313423
"206","135",3685309.00741386
"207","85",3685309.00741196
"208","95",3685309.00741386
"209","115",22101661.9617996
"210","105",18422722.673645
"211","115",7370617.87081146
"212","125",3685309.00741386
"213","95",117861006.095245
"214","95",33167573.4879436
"215","115",11055926.5204163
"216","85",103059915.486208
"217","65",3686716.30315018
"218","85",3686716.30314827
"219","135",3686716.30315018
"220","125",3686716.30314827
"221","115",3686716.30314827
"222","95",3686716.30314827
"223","85",3686716.30314827
"224","105",7373432.46247864
"225","115",3686716.30315018
"226","75",11061891.1965237
"227","105",7374839.40003395
"228","105",11061891.1965218
"229","105",18432509.0673351
"230","75",11064368.7162437
"231","75",3688123.09688568
"232","95",14749678.5126553
"233","75",3688123.09688377
"234","85",7376246.05016708
"235","115",3688123.09688568
"236","135",3688123.09688568
"237","145",3688123.09688377
"238","135",3688123.09688568
"239","85",3688123.09688568
"240","125",3688123.09688568
"241","85",3688123.09688568
"242","115",3688123.09688568
"243","105",25810161.5526848
"244","125",58991805.845871
"245","125",29503447.4073677
"246","125",22127266.4650764
"247","105",14754905.4470024
"248","115",14752491.8853836
"249","105",62653722.3528862
"250","95",3689529.38846397
"251","95",3689529.38846588
"252","105",3689529.38846588
"253","115",3689529.38846588
"254","125",3689529.38846588
"255","145",3689529.38846588
"256","165",3689529.38846588
"257","155",3689529.38846588
"258","145",3689529.38846588
"259","135",3689529.38846588
"260","105",3689529.38846588
"261","115",22130206.9656868
"262","125",18443826.299696
"263","125",58974379.9501114
"264","115",11068587.6630344
"265","105",18443427.0630684
"266","125",22135705.7939072
"267","105",84829790.5079365
"268","115",36886308.4721718
"269","65",99533879.5028992
"270","95",117970407.618881
"271","95",40573168.6069603
"272","125",11070329.7353725
"273","125",110529864.540268
"274","95",3690935.17768288
"275","95",7381870.21219635
"276","115",3690935.17768288
"277","145",3690935.17768288
"278","165",3690935.17768288
"279","175",3690935.17768288
"280","145",3690935.17768288
"281","135",3690935.17768288
"282","125",44248823.8718204
"283","125",3690935.17768288
"284","135",11071063.6765041
"285","115",3690935.17768288
"286","135",14763739.2789612
"287","115",7381870.21219635
"288","105",59020477.546463
"289","125",11072805.0305576
"290","95",59059595.8063946
"291","155",7383275.64209175
"292","145",7383275.64209175
"293","105",11077020.8213501
"294","105",3692340.46440887
"295","115",3692340.46440887
"296","95",3692340.46440887
"297","125",3692340.46440887
"298","155",3692340.46440887
"299","175",3692340.46440887
"300","135",3692340.46440887
"301","145",3692340.46440887
"302","135",3692340.46440887
"303","105",11077020.8213501
"304","95",3692340.46440887
"305","135",3692340.46440887
"306","125",14766550.9980297
"307","135",18457270.9995537
"308","115",187970235.18255
"309","115",3692340.46440887
"310","105",25840485.051548
"311","105",14766947.7970238
"312","135",3692340.46440887
"313","75",59061525.0810986
"314","105",25845313.242609
"315","95",29535575.2808781
"316","115",7386085.71284294
"317","115",18460632.4567661
"318","85",3693745.24843407
"319","95",3693745.24843407
"320","125",3693745.24843407
"321","155",3693745.24843407
"322","145",3693745.24843407
"323","115",3693745.24843407
"324","115",3693745.24843407
"325","145",3693745.24843407
"326","185",3693745.24843407
"327","195",3693745.24843407
"328","175",3693745.24843407
"329","145",3693745.24843407
"330","145",3693745.24843407
"331","145",3693745.24843407
"332","155",14774979.5662079
"333","145",3693745.24843407
"334","105",3693745.24843407
"335","115",3693745.24843407
"336","85",3693745.24843407
"337","105",3693745.24843407
"338","115",3693745.24843407
"339","135",73830942.639946
"340","105",169590720.038614
"341","105",29541134.1176472
"342","125",33244041.7265244
"343","125",44317796.5975342
