fid,DN,area
"1","45",3621463.94639397
"2","55",7242927.73951721
"3","25",3624322.86362839
"4","45",3624322.86362839
"5","35",3625751.58083534
"6","45",3625751.58083725
"7","25",3625751.58083534
"8","25",3628607.53159142
"9","45",3628607.53158951
"10","35",3630034.76477814
"11","45",3630034.76477432
"12","45",3630034.76477814
"13","25",3630034.76477814
"14","45",3630034.76477814
"15","55",10890103.7992992
"16","35",10891860.60289
"17","55",7261496.26770782
"18","35",18152911.7555695
"19","45",3631461.50292969
"20","35",7265775.34011459
"21","55",18155549.265089
"22","55",3632887.74588966
"23","45",3634313.49345589
"24","25",7268626.83545685
"25","45",112618829.482599
"26","25",3638587.76214218
"27","45",3638587.76214218
"28","55",40020291.7536259
"29","25",10922550.1837101
"30","55",32761394.3593254
"31","55",3641434.79448318
"32","35",40047672.3101997
"33","65",7284292.36057472
"34","55",3642857.56608582
"35","45",3642857.56609154
"36","45",127427555.509336
"37","45",7287137.40718079
"38","55",3644279.84108925
"39","65",3644279.84108925
"40","45",3644279.84108925
"41","35",3644279.84108925
"42","55",3645701.61930656
"43","45",3645701.61930656
"44","45",961553307.513067
"45","65",21867430.265934
"46","35",653995049.260658
"47","55",3647122.9005661
"48","65",3647122.90056801
"49","55",3647122.90056419
"50","45",14585648.04566
"51","45",54678077.0501823
"52","45",3648543.68470001
"53","65",3648543.6846962
"54","65",51048909.6934204
"55","55",3648543.68470001
"56","45",10943878.5890961
"57","45",1925594337.53163
"58","65",3649963.97151184
"59","65",62025567.9040947
"60","45",3651383.76085281
"61","55",3651383.76085091
"62","45",10954150.7848949
"63","45",21908301.1227474
"64","25",14605534.5457458
"65","55",3652803.0525322
"66","45",196641681.155653
"67","45",3654221.84638023
"68","35",29226257.1500282
"69","45",3654221.84637833
"70","45",3654221.84638023
"71","55",284418222.697966
"72","65",3655640.14222145
"73","75",3655640.14222145
"74","45",7311280.13603592
"75","35",3655640.14222145
"76","25",3655640.14222145
"77","55",14624975.0477123
"78","45",7312698.08210564
"79","45",7314115.73157883
"80","35",3657057.93988609
"81","45",32900847.4918499
"82","55",3657057.93988419
"83","75",7314115.73157883
"84","25",3657057.93988228
"85","35",3657057.93988419
"86","65",25605650.84198
"87","45",36569997.0981426
"88","35",10972923.5438805
"89","35",3658475.23919487
"90","45",3658475.23919487
"91","75",3658475.23919678
"92","45",3658475.23919487
"93","45",7318367.27916527
"94","75",7318367.27916527
"95","45",3659892.03996849
"96","45",3659892.03996658
"97","75",3659892.0399704
"98","55",3659892.0399704
"99","65",7319783.93215942
"100","75",10979675.5287895
"101","65",10977926.4502583
"102","25",3659892.0399704
"103","45",3659892.03996658
"104","45",7321200.38201523
"105","45",7321200.38201523
"106","65",10982175.7076187
"107","45",7321200.38201523
"108","45",3661308.34204674
"109","85",3661308.34204674
"110","55",80524328.0172691
"111","45",51227146.4331474
"112","45",7325448.14312744
"113","65",3662724.1452446
"114","75",3662724.14524651
"115","65",7325448.14312744
"116","35",3662724.14524651
"117","35",7325448.14312744
"118","45",3662724.14524651
"119","25",10986423.4687252
"120","45",36631479.3324947
"121","45",14653726.8947563
"122","45",98731665.8544979
"123","75",18320696.6005878
"124","75",7329693.70371246
"125","65",14658971.9467964
"126","45",10994166.3169136
"127","45",3665554.25431824
"128","45",3665554.25431824
"129","55",3665554.25431824
"130","45",3665554.25431824
"131","35",3665554.25431824
"132","45",7331108.36167526
"133","75",73266705.333847
"134","35",25650389.1583042
"135","25",18328851.4730415
"136","45",7333936.97293854
"137","45",3666968.55983734
"138","35",25660373.4731731
"139","45",76949250.5621605
"140","35",3666968.55983543
"141","45",3666968.55983734
"142","65",7333936.97293854
"143","65",7333936.97293854
"144","45",21995071.4968567
"145","45",11000905.1799431
"146","45",29328675.0118675
"147","75",7335350.92562485
"148","55",7335350.92562485
"149","35",3668382.36578369
"150","85",3668382.36578751
"151","55",3668382.36578751
"152","45",3668382.36578751
"153","25",7336764.58504486
"154","45",3668382.36578751
"155","45",3668382.36578751
"156","45",3668382.36578751
"157","55",3668382.36578751
"158","65",3668382.36578751
"159","25",36673016.210186
"160","65",40351884.4541473
"161","55",73344937.7211857
"162","45",18341577.578001
"163","75",14675943.4368496
"164","55",7338178.03778648
"165","45",3669795.67199898
"166","35",3669795.67199898
"167","45",7339591.19765854
"168","55",3669795.67199898
"169","55",7339591.19765854
"170","65",3669795.67199898
"171","45",14679181.2247009
"172","35",3669795.67199898
"173","45",3669795.67199898
"174","75",106343473.811739
"175","45",7341004.15027809
"176","45",7341004.15027809
"177","35",47685961.1176319
"178","45",3671208.47827911
"179","35",3671208.47827911
"180","45",3671208.47827721
"181","45",3671208.47827721
"182","55",3671208.47827911
"183","55",3671208.47827911
"184","45",18350056.6226959
"185","45",3671208.47827911
"186","75",14688068.1170559
"187","65",22023011.4508114
"188","45",22028328.3401031
"189","45",7345241.42303085
"190","55",7345241.42303085
"191","55",3672620.78447151
"192","85",3672620.78447151
"193","55",3672620.78447151
"194","55",3672620.78447151
"195","45",3672620.78447151
"196","35",3672620.78447151
"197","55",3672620.7844696
"198","75",58747060.6625481
"199","45",11019608.2029953
"200","55",18366929.3735752
"201","55",7346653.3748703
"202","35",7346653.37486839
"203","45",29367918.1218662
"204","35",3674032.59039688
"205","55",3674032.59039879
"206","55",3674032.59039879
"207","65",3674032.59039879
"208","55",3674032.59039879
"209","45",3674032.59039879
"210","55",3674032.59039879
"211","35",80792816.3799229
"212","55",33053582.4747143
"213","45",29384122.1382675
"214","55",18369084.6892681
"215","65",14696129.8611488
"216","35",14698952.6813564
"217","65",40394991.7788334
"218","85",3675443.89587975
"219","55",18377216.5695343
"220","45",3675443.89587975
"221","55",3675443.89587975
"222","45",3675443.89587975
"223","25",3675443.89587975
"224","45",3675443.89587975
"225","35",3675443.89587975
"226","45",3675443.89587975
"227","35",3675443.89587975
"228","45",3675443.89587975
"229","45",3675443.89587975
"230","45",18375398.790844
"231","45",25722461.0481796
"232","55",18380447.7250824
"233","45",7352298.59663391
"234","35",7352298.59663391
"235","45",14704189.2487335
"236","65",3676854.70075417
"237","65",3676854.70075417
"238","55",3676854.70075417
"239","45",3676854.70075417
