fid,DN,area
"1","105",3615740.18569756
"2","135",7232912.05190277
"3","225",3617171.86620903
"4","215",3617171.86620903
"5","115",7234343.57854843
"6","165",7235774.91949081
"7","125",3618603.05328369
"8","145",3618603.05328369
"9","155",3618603.05328369
"10","175",3618603.05328369
"11","205",3618603.05328369
"12","205",10858341.8929634
"13","185",3620033.74673843
"14","185",3620033.74673843
"15","195",18101269.6324806
"16","205",3621463.94639206
"17","185",3621463.94639397
"18","175",14482995.0795231
"19","205",3621463.94639206
"20","195",3621463.94639397
"21","175",3621463.94639206
"22","185",7242927.73951721
"23","205",7244357.59847641
"24","185",7244357.59847641
"25","145",3622893.65208435
"26","165",3622893.65208244
"27","175",7245787.15110779
"28","185",10868680.3439751
"29","165",7245787.15109634
"30","215",36210228.1005917
"31","195",25353434.05439
"32","175",7247216.51571083
"33","225",3624322.86362457
"34","205",3624322.86362839
"35","195",14492674.2127247
"36","165",3624322.86362457
"37","195",3624322.86362839
"38","165",3624322.86362457
"39","145",3624322.86362839
"40","175",3624322.86362839
"41","165",7250074.44446373
"42","155",10875496.7596245
"43","135",7250074.44446182
"44","185",3625751.58083725
"45","155",25380589.036993
"46","185",10879781.769804
"47","195",7252931.38438988
"48","165",32633079.3850384
"49","185",57963089.5344715
"50","165",7254359.45463562
"51","155",21757257.3074036
"52","165",3627179.80355263
"53","165",29006997.2434196
"54","175",14511574.3655548
"55","185",3628607.53159142
"56","195",3628607.53158951
"57","205",3628607.53158951
"58","185",3628607.53158951
"59","165",3628607.53159142
"60","185",3628607.53159142
"61","175",7257214.91091156
"62","145",7257214.91091156
"63","165",32648130.5825195
"64","185",14517284.288414
"65","205",7258642.29636955
"66","175",10887579.2461014
"67","165",7258642.29636955
"68","175",3630034.76477432
"69","205",7260069.377491
"70","195",3630034.76477814
"71","205",3630034.76477814
"72","185",3630034.76477814
"73","155",47165853.5453777
"74","185",32661306.9644432
"75","195",32667219.3661346
"76","195",32668995.1474266
"77","195",7261496.26770592
"78","205",25416499.7747078
"79","165",7261496.26770782
"80","185",14522992.2314949
"81","195",21781304.9574585
"82","205",10892627.8963165
"83","185",3631461.50293159
"84","175",3631461.50292969
"85","195",10894383.9013481
"86","185",3631461.50292969
"87","175",3631461.50292969
"88","185",3631461.50292969
"89","185",3631461.50292969
"90","175",3631461.50292969
"91","165",3631461.50292969
"92","205",3631461.50292969
"93","175",163303767.101772
"94","155",21784487.8128967
"95","175",14528261.2702446
"96","185",7264349.24882126
"97","195",7265775.34011459
"98","185",3632887.74589157
"99","175",7265775.34011459
"100","165",3632887.74589348
"101","185",3632887.74589157
"102","195",14529134.5109444
"103","175",14531549.4669495
"104","165",7265775.34011841
"105","185",3632887.74589157
"106","175",3632887.74589157
"107","165",3632887.74588966
"108","165",3632887.74589157
"109","185",3632887.74589157
"110","185",7265775.34011459
"111","185",18168279.5444717
"112","195",36331171.928936
"113","175",3634313.49345589
"114","195",10901184.5553493
"115","155",3634313.49345207
"116","165",7268626.83545685
"117","165",3634313.49345207
"118","175",3634313.49345207
