fid,DN,area
"1","35",3615740.18569756
"2","25",7232912.05190277
"3","35",3617171.86620712
"4","35",18090244.0995312
"5","15",3618603.05328369
"6","35",3618603.05328369
"7","25",7237205.95290756
"8","15",14471667.024704
"9","15",3618603.05328369
"10","25",3618603.05328369
"11","5",3618603.05328369
"12","35",7238636.80002213
"13","25",3620033.74673843
"14","15",3620033.74673843
"15","25",3621463.94639397
"16","15",7242927.73951721
"17","5",3621463.94639397
"18","25",3621463.94639206
"19","15",3621463.94639397
"20","5",3621463.94639397
"21","15",10866150.1986732
"22","15",3622893.65208244
"23","25",7245787.15109634
"24","15",7248645.57438278
"25","15",3624322.86362839
"26","5",3625751.58083534
"27","15",7251503.00900269
"28","5",134100396.339703
"29","25",10879781.7698059
"30","15",7254359.45464325
"31","35",3627179.80355072
"32","25",3627179.80355072
"33","25",3627179.80355072
"34","25",3627179.80355263
"35","15",3627179.80355072
"36","5",7254359.45464325
"37","45",10883296.4043694
"38","5",163045692.229513
"39","25",3628607.53158951
"40","15",3628607.53159142
"41","25",3628607.53159142
"42","15",7257214.91091156
"43","25",3628607.53159142
"44","45",18134139.7407913
"45","15",3628607.53159142
"46","25",3628607.53158951
"47","15",3628607.53159142
"48","5",3628607.53158951
"49","5",36299687.0892525
"50","35",3630034.76477432
"51","25",7260069.377491
"52","5",3630034.76477814
"53","25",3630034.76477814
"54","15",3630034.76477814
"55","15",3630034.76477814
"56","25",3630034.76477814
"57","25",3630034.76477814
"58","25",3630034.76477814
"59","25",3630034.76477814
"60","45",39922034.2536755
"61","5",14523429.498703
"62","25",3631461.50293159
"63","25",3631461.50293159
"64","35",3631461.50293159
"65","15",3631461.50292969
"66","15",3631461.50292969
"67","5",3631461.50292969
"68","15",7262922.85399628
"69","25",3631461.50292969
"70","15",3631461.50292969
"71","25",3631461.50292969
"72","25",3631461.50292969
"73","15",3631461.50292969
"74","35",7264349.24882126
"75","25",10896140.4742165
"76","45",14528698.1941147
"77","25",18161031.7238121
"78","45",3632887.74589157
"79","35",3632887.74589348
"80","35",3632887.74589348
"81","35",18164435.6962357
"82","35",21797321.1672058
"83","35",3632887.74589157
"84","15",3632887.74588966
"85","15",7267201.23934555
"86","25",3634313.49345207
"87","35",3634313.49345207
"88","15",3634313.49345589
"89","5",18169704.9479427
"90","25",10905460.6557064
"91","45",3635738.74547768
"92","45",3635738.74547768
"93","35",7271477.33969879
"94","45",25450162.7479858
"95","25",3635738.74547768
"96","35",3637163.5017662
"97","25",3637163.5017662
"98","35",18189656.7138023
"99","45",25463856.5625076
"100","35",3638587.76214218
"101","25",3638587.76214218
