fid,DN,area
"1","125",3617171.86620712
"2","125",10854049.4724483
"3","135",3621463.94639206
"4","125",28963011.5848808
"5","125",10866150.1986713
"6","115",7245787.15110779
"7","125",3624322.86362457
"8","125",3624322.86362839
"9","125",25368716.3562546
"10","125",14500148.5833817
"11","115",14500148.5833797
"12","125",14503005.8288498
"13","115",3628607.53159142
"14","125",3628607.53158951
"15","125",36272892.0835094
"16","135",3630034.76477814
"17","125",3630034.76477814
"18","125",14520138.5640774
"19","125",3631461.50292969
"20","145",29043787.1952133
"21","135",21788768.3705349
"22","135",3632887.74589157
"23","125",3632887.74589348
"24","125",3632887.74589157
"25","145",3632887.74589157
"26","115",10900418.8595676
"27","125",3634313.49345207
"28","135",10901184.555357
"29","135",3634313.49345589
"30","145",65367392.2236366
"31","145",3635738.74547768
"32","125",3635738.74547768
"33","125",3635738.74547768
"34","125",3635738.74547768
"35","135",3635738.74547768
"36","125",18182533.4700203
"37","135",3637163.5017662
"38","115",3637163.5017662
"39","135",7274326.85247421
"40","125",3637163.5017662
"41","135",10913245.0943794
"42","125",14548653.5111504
"43","145",3638587.76214218
"44","145",178074818.990406
"45","125",14557198.2756767
"46","145",3640011.52644348
"47","145",87264945.1908741
"48","135",3640011.52644157
"49","125",7280022.90222931
"50","125",25478223.7980385
"51","135",18203895.7590446
"52","125",3641434.79448509
"53","135",7282869.43852234
"54","125",7282869.43852234
"55","115",3641434.79448509
"56","125",3641434.79448509
"57","135",3641434.79448318
"58","135",29131045.5354633
"59","145",7284292.36057472
"60","135",7284292.36057472
"61","135",10926818.844717
"62","145",3642857.56609154
"63","125",3642857.56608963
"64","125",7285714.98193359
"65","145",3642857.56608963
"66","135",21857903.6135883
"67","135",25511352.4384232
"68","135",14574274.51408
"69","135",3644279.84109306
"70","125",3644279.84109306
"71","135",3644279.84108925
"72","125",10932838.9231224
"73","125",3644279.84108734
"74","145",3644279.84108925
"75","135",3644279.84108734
"76","125",3644279.84108925
"77","125",472800952.424923
"78","135",1321518332.74345
"79","125",29153807.805172
"80","125",7289981.46039581
"81","125",10934592.3834305
"82","125",3645701.61930656
"83","135",3645701.61930656
"84","125",3645701.61930656
"85","125",3645701.61930656
"86","135",3645701.61930656
"87","135",3645701.61930656
"88","125",3645701.61930656
"89","135",61914235.9558792
"90","115",36470979.1238708
"91","115",3647122.90056419
"92","125",3647122.9005661
"93","125",3647122.90056419
"94","135",10939615.8889942
"95","145",3647122.90056419
"96","135",10939615.8889961
"97","135",7295666.58526421
"98","125",18234523.9564228
"99","135",18242715.4349899
"100","125",7297087.2199707
"101","135",3648543.68470001
"102","155",3648543.68470001
"103","155",3648543.68470001
"104","155",3648543.68470001
"105","135",291449033.926712
"106","135",29178401.5030041
"107","135",54712139.0397243
"108","125",7298507.65620804
"109","135",7298507.65621185
"110","145",185828852.589539
"111","135",3649963.97150993
"112","135",3649963.97150993
"113","135",3649963.97150993
"114","135",3649963.97150993
"115","145",3649963.97151184
"116","125",3649963.97151184
"117","155",3649963.97151184
"118","155",3649963.97151184
"119","155",3649963.97151184
"120","155",3649963.97151184
"121","125",43805243.3356762
"122","155",10954150.6864967
"123","125",10952399.5141163
"124","145",7302767.37269592
"125","145",3651383.76085091
"126","145",32855777.4596176
"127","135",7304186.8133831
"128","135",32860549.8696575
"129","125",3652803.0525322
"130","135",14608464.4067822
"131","145",14608464.4067822
"132","125",3652803.0525322
"133","135",3652803.0525322
"134","155",3652803.0525322
"135","155",3652803.0525322
"136","135",43824028.0496445
"137","135",32870635.8279095
"138","145",7307024.89891243
"139","145",3654221.84638023
"140","115",3654221.84638023
"141","125",14612298.2296333
"142","135",36518091.0039406
"143","125",21931156.5242691
"144","155",62109235.3971672
"145","155",3655640.14222145
"146","115",3655640.14221954
"147","125",3655640.14221954
"148","135",3655640.14222145
"149","155",3655640.14222145
"150","135",18278197.7431183
"151","145",58422031.0813103
"152","135",138817345.81019
"153","155",10968670.5008373
"154","135",14625816.094347
"155","135",3657057.93988419
"156","155",3657057.93988419
"157","135",58494489.6146717
"158","125",18289698.6748714
"159","145",3658475.23919487
"160","145",7316950.33040619
"161","135",7316950.33040619
"162","135",3658475.23919487
"163","155",3658475.23919487
"164","135",10975425.1256447
"165","135",3659892.0399704
"166","125",7319783.93215942
"167","135",14637152.6046944
"168","135",10977926.4502621
"169","155",7319783.93215942
"170","135",3659892.03996658
"171","125",3659892.0399704
"172","135",43909026.987175
"173","155",18298375.4734821
"174","155",14641982.4774647
"175","135",7321200.38201523
"176","135",3661308.34204674
"177","125",3661308.34204674
"178","105",3661308.34204483
