fid,DN,area
"1","305",7231480.21731186
"2","305",25330548.2714119
"3","305",3621463.94639206
"4","315",7244357.59847641
"5","305",68781618.5801868
"6","305",3622893.65208244
"7","305",39851823.7573452
"8","315",3624322.86362839
"9","305",3624322.86362457
"10","295",3624322.86362457
"11","305",21745931.8313904
"12","305",7251503.00900269
"13","325",14505973.3189201
"14","305",3628607.53158951
"15","245",3630034.76477432
"16","265",7260069.377491
"17","305",18141278.7230701
"18","305",10888347.3386822
"19","325",7260069.37749481
"20","325",25401453.4259071
"21","305",7261496.26770782
"22","245",7262922.85400391
"23","285",21793046.5323677
"24","285",10901184.555357
"25","295",25428457.4568863
"26","305",36321743.6558819
"27","255",3635738.74547768
"28","265",3635738.74547768
"29","275",14538348.4016018
"30","265",14540104.1751556
"31","275",3635738.74547768
"32","285",3635738.74547768
"33","295",7271477.33969879
"34","235",10908971.1701756
"35","325",29085578.1898804
"36","265",10909735.2692547
"37","255",7274326.85247421
"38","245",10911489.9010696
"39","235",3637163.5017662
"40","225",3637163.50176811
"41","265",3637163.5017662
"42","255",3637163.50176811
"43","255",3637163.50176811
"44","275",7274326.85247803
"45","285",3637163.50176811
"46","295",3637163.50176811
"47","215",10913245.0943775
"48","245",7275751.26391029
"49","285",14551934.7455025
"50","245",3638587.76214218
"51","235",14554349.5400772
"52","215",7277175.37343597
"53","255",3638587.76214218
"54","295",3638587.76214218
"55","305",3638587.76214218
"56","325",3638587.76214218
"57","325",7277175.37343979
"58","325",69105887.6763687
"59","255",10917517.5304832
"60","195",7278599.28858376
"61","205",7278599.28858566
"62","265",3640011.52644157
"63","245",3640011.52644348
"64","225",14560044.5992737
"65","215",3640011.52644157
"66","245",3640011.52644348
"67","255",3640011.52644157
"68","285",7280022.90222931
"69","295",7280022.90223694
"70","305",7280022.90222931
"71","305",3640011.52644348
"72","275",123587261.830793
"73","265",109119914.766951
"74","245",50916003.2411652
"75","255",105439359.809229
"76","305",29110124.0711269
"77","315",36394056.7511978
"78","255",7282869.43852997
"79","245",3641434.79448509
"80","225",3641434.79448318
"81","185",3641434.79448318
"82","215",7282869.43852997
"83","245",10922550.183712
"84","295",3641434.79448509
