fid,DN,area
"1","45",3618603.05328369
"2","45",3621463.94639587
"3","45",3622893.65208244
"4","45",3622893.65208435
"5","35",3622893.65208244
"6","45",3624322.86362267
"7","45",3627179.80355072
"8","45",3628607.5315876
"9","45",3628607.5315876
"10","45",3630034.76478195
"11","45",3630034.76478195
"12","45",3630034.76478195
"13","45",7261496.26771164
"14","45",3631461.50293159
"15","45",3631461.50292969
"16","35",7264349.24881744
"17","45",3632887.74588776
"18","35",3632887.74588776
"19","35",3632887.74588585
"20","45",3634313.49345589
"21","45",3634313.4934597
"22","45",3634313.49346161
"23","45",3635738.74547768
"24","45",3635738.74547768
"25","45",3635738.74547577
"26","45",3635738.74547577
"27","35",3635738.74547577
"28","45",3635738.74547768
"29","45",7272902.24724197
"30","45",3637163.5017643
"31","45",3637163.5017643
"32","35",7274326.85247803
"33","45",3637163.5017643
"34","45",3637163.5017643
"35","35",3637163.5017643
"36","45",10914008.3954487
"37","45",3638587.76214218
"38","45",3638587.76214409
"39","45",3638587.76214409
"40","45",7278599.28858376
"41","45",3640011.52644157
"42","45",3640011.52644348
"43","45",3640011.52644348
"44","45",3640011.52644348
"45","35",3640011.52644348
"46","45",3640011.52644348
"47","35",7280022.90223694
"48","45",10922550.1837082
"49","45",7281446.32092476
"50","45",3641434.79448128
"51","45",3641434.79448128
"52","45",3641434.79448318
"53","45",3641434.79448128
"54","45",7285714.98194122
"55","35",3642857.56609344
"56","35",3644279.84109306
"57","45",3644279.84108734
"58","45",3644279.84108925
"59","45",3644279.84108734
"60","45",3644279.84108925
"61","45",3645701.61930466
"62","45",3645701.61930466
"63","45",3645701.61930466
"64","45",3645701.61930466
"65","45",10938857.3711548
"66","45",3647122.9005661
"67","45",3647122.90056992
"68","35",3647122.9005661
"69","35",3647122.9005661
"70","45",3648543.68470001
"71","45",3648543.6846962
"72","35",3648543.6846962
"73","35",3648543.68470001
"74","35",3648543.68470001
"75","15",3649963.97151184
"76","45",3649963.97150993
"77","45",3649963.97151184
"78","45",3649963.97151184
"79","45",3649963.97151184
"80","45",3651383.76085281
"81","45",7302767.37269211
"82","45",7304186.8133831
"83","45",3652803.05253029
"84","25",3652803.0525322
"85","15",3654221.84637642
"86","15",3654221.84637642
"87","45",3654221.84637642
"88","45",3654221.84637833
"89","45",3654221.84637833
"90","45",10965169.7059059
"91","45",3655640.14222336
"92","15",3655640.14222336
"93","25",3657057.93988609
"94","45",3657057.93988609
"95","45",3657057.93988419
"96","45",3657057.93988419
"97","35",3657057.93988419
"98","35",3657057.93988419
"99","35",7315533.17907715
"100","45",3658475.23918915
"101","45",3658475.23919487
"102","45",3659892.03997421
"103","55",7319783.93216705
"104","45",3659892.03997231
"105","35",3659892.03996849
"106","45",3661308.34204674
"107","45",3661308.34204483
"108","35",3661308.34204483
"109","25",3661308.34204483
"110","15",3661308.34204483
"111","35",3661308.34204483
"112","15",3662724.1452446
"113","45",3664139.44939423
"114","55",3664139.44939613
"115","45",3664139.44939613
"116","35",3664139.44939423
"117","45",3665554.25431633
"118","55",3665554.25431633
"119","55",3665554.25431633
"120","45",3665554.25431633
"121","45",3665554.25431824
"122","35",3665554.25431824
"123","55",3666968.55983543
"124","55",3666968.55983925
"125","55",7333936.97293091
"126","25",3666968.55983543
"127","45",7335350.92562485
"128","5",3668382.3657856
"129","45",3668382.3657856
"130","35",3668382.36578751
"131","35",3668382.36578941
"132","55",7338178.03778839
"133","55",3669795.67199898
"134","55",3669795.67199898
"135","55",3669795.67199898
"136","35",3669795.67199898
"137","15",3671208.47827911
"138","45",3671208.4782753
"139","55",7343829.26275444
"140","15",3672620.78447533
"141","55",3672620.78447342
"142","55",3672620.78447533
"143","55",3672620.78447533
"144","55",3672620.78447342
"145","45",3672620.78447533
"146","45",3674032.59039688
"147","55",3674032.59039688
"148","45",3674032.59039688
"149","45",3674032.59039688
"150","25",3674032.59039879
"151","25",3675443.89587975
"152","15",3675443.89587784
"153","45",3676854.70075417
"154","45",3676854.70075417
"155","45",3676854.70075417
"156","15",3676854.70075417
"157","15",3678265.00483322
"158","5",3678265.00483322
"159","15",3679674.80796623
"160","55",3679674.80796623
"161","45",3679674.80796814
"162","25",3679674.80796623
"163","35",3681084.10995865
"164","45",3681084.10995483
"165","55",3681084.10995865
"166","45",3681084.10995865
"167","45",7364985.67684174
"168","45",3683901.20985413
"169","45",3683901.20985413
"170","25",3683901.20985413
"171","15",3683901.20985413
"172","15",3685309.00741196
"173","15",3685309.00741386
"174","35",3686716.30314827
"175","15",3686716.30315018
"176","35",3688123.09688568
"177","45",3688123.09688568
"178","15",3688123.09688568
"179","35",3688123.09688377
"180","5",3688123.09688377
"181","45",3689529.38846397
"182","25",3689529.38846588
"183","35",3689529.38846588
"184","45",3690935.17768669
"185","45",3690935.17768669
