fid,DN,area
"1","45",3618603.05328369
"2","45",3621463.94639587
"3","45",3622893.65208244
"4","45",3622893.65208435
"5","45",7247216.51570511
"6","45",3627179.80355072
"7","35",3628607.5315876
"8","35",3628607.5315876
"9","55",3630034.76478195
"10","45",3630034.76478195
"11","45",3630034.76478195
"12","35",3630034.76478195
"13","55",3631461.50293159
"14","55",3631461.50292969
"15","55",3631461.50292969
"16","35",7264349.24881744
"17","35",3632887.74588776
"18","35",3632887.74588776
"19","25",3632887.74588585
"20","55",3634313.49345589
"21","45",3634313.4934597
"22","35",3634313.49346161
"23","55",3635738.74547768
"24","45",3635738.74547768
"25","35",3635738.74547768
"26","45",3635738.74547577
"27","35",3635738.74547577
"28","35",3635738.74547577
"29","25",3635738.74547768
"30","55",3637163.5017643
"31","55",3637163.5017643
"32","45",3637163.5017643
"33","35",7274326.85247803
"34","25",3637163.5017643
"35","25",3637163.5017643
"36","25",3637163.5017643
"37","45",10914008.3954487
"38","55",3638587.76214218
"39","55",3638587.76214409
"40","15",3638587.76214409
"41","55",7278599.28858376
"42","65",3640011.52644157
"43","45",3640011.52644348
"44","35",3640011.52644348
"45","25",3640011.52644348
"46","25",3640011.52644348
"47","25",10920033.9767265
"48","45",10922550.1837082
"49","45",7281446.32092476
"50","55",3641434.79448128
"51","35",3641434.79448128
"52","25",3641434.79448318
"53","15",3641434.79448128
"54","35",7285714.98194122
"55","35",3642857.56609344
"56","65",3644279.84109306
"57","45",3644279.84108734
"58","55",3644279.84108925
"59","55",3644279.84108734
"60","35",3644279.84108925
"61","65",3645701.61930466
"62","65",3645701.61930466
"63","45",3645701.61930466
"64","45",3645701.61930466
"65","45",10938857.3711548
"66","65",3647122.9005661
"67","45",3647122.90056992
"68","35",3647122.9005661
"69","25",3647122.9005661
"70","55",3648543.68470001
"71","35",3648543.6846962
"72","35",3648543.6846962
"73","35",3648543.68470001
"74","25",3648543.68470001
"75","65",3649963.97151184
"76","45",3649963.97150993
"77","65",3649963.97151184
"78","35",3649963.97151184
"79","25",3649963.97151184
"80","55",3651383.76085281
"81","55",3651383.76085091
"82","45",3651383.76085091
"83","35",3651383.76085091
"84","65",3652803.05253029
"85","25",3652803.0525322
"86","15",3652803.0525322
"87","65",3654221.84637642
"88","65",3654221.84637642
"89","45",3654221.84637642
"90","25",3654221.84637833
"91","25",3654221.84637833
"92","45",7309861.98859978
"93","55",3655640.14222336
"94","55",3655640.14222336
"95","45",3655640.14222336
"96","65",3657057.93988609
"97","55",3657057.93988609
"98","55",3657057.93988419
"99","55",3657057.93988419
"100","35",3657057.93988419
"101","35",3657057.93988419
"102","35",3657057.93988419
"103","65",3658475.23918915
"104","55",3658475.23919487
"105","25",3658475.23919296
"106","55",3659892.03997421
"107","65",7319783.93216705
"108","55",3659892.03997231
"109","35",3659892.03996849
"110","55",3661308.34204674
"111","55",3661308.34204483
"112","35",3661308.34204483
"113","45",3661308.34204483
"114","35",3661308.34204483
"115","15",3661308.34204483
"116","65",3662724.1452446
"117","55",3664139.44939423
"118","65",3664139.44939613
"119","55",3664139.44939613
"120","15",3664139.44939423
"121","65",3665554.25431633
"122","65",3665554.25431633
"123","65",3665554.25431633
"124","55",3665554.25431633
"125","45",3665554.25431824
"126","25",3665554.25431824
"127","65",3666968.55983543
"128","65",3666968.55983925
"129","65",7333936.97293091
"130","45",3666968.55983543
"131","45",3666968.55983543
"132","65",3668382.3657856
"133","75",3668382.3657856
"134","35",3668382.36578751
"135","25",3668382.36578941
"136","25",3668382.36578941
"137","65",7338178.03778839
"138","65",3669795.67199898
"139","55",3669795.67199898
"140","65",3669795.67199898
"141","55",3669795.67199898
"142","55",3671208.47827911
"143","35",3671208.4782753
"144","65",7343829.26275444
"145","55",3672620.78447533
"146","65",3672620.78447342
"147","65",3672620.78447533
"148","75",3672620.78447533
"149","65",3672620.78447342
"150","75",3672620.78447533
"151","65",3674032.59039688
"152","65",3674032.59039688
"153","75",3674032.59039688
"154","75",3674032.59039688
"155","35",3674032.59039879
"156","65",3675443.89587975
"157","35",3675443.89587784
"158","65",3676854.70075417
"159","65",3676854.70075417
"160","65",3676854.70075417
"161","15",3676854.70075417
"162","45",3678265.00483322
"163","35",3678265.00483322
"164","65",3679674.80796623
"165","65",3679674.80796623
"166","35",3679674.80796814
"167","25",3679674.80796623
"168","55",3681084.10995865
"169","65",3681084.10995483
"170","65",3681084.10995865
"171","75",3681084.10995865
"172","75",7364985.67684174
"173","55",3683901.20985413
"174","65",3683901.20985413
"175","75",3683901.20985413
"176","55",3683901.20985413
"177","75",3685309.00741196
"178","55",3685309.00741386
"179","65",3686716.30314827
"180","35",3686716.30315018
"181","55",3688123.09688568
"182","65",3688123.09688568
"183","55",3688123.09688568
"184","45",3688123.09688377
"185","25",3688123.09688377
