fid,DN,area
"1","325",3618603.05328369
"2","325",3621463.94639587
"3","325",3622893.65208244
"4","325",3622893.65208435
"5","325",7247216.51570511
"6","325",3627179.80355072
"7","325",3628607.5315876
"8","325",3628607.5315876
"9","305",3630034.76478195
"10","305",3630034.76478195
"11","325",3630034.76478195
"12","315",7261496.26771164
"13","305",3631461.50293159
"14","315",3631461.50292969
"15","335",7264349.24881744
"16","325",3632887.74588776
"17","335",3632887.74588776
"18","335",3632887.74588585
"19","305",3634313.49345589
"20","325",3634313.4934597
"21","325",3634313.49346161
"22","315",3635738.74547768
"23","315",3635738.74547768
"24","325",3635738.74547577
"25","325",3635738.74547577
"26","335",3635738.74547577
"27","325",3635738.74547768
"28","325",7272902.24724197
"29","315",3637163.5017643
"30","325",3637163.5017643
"31","335",7274326.85247803
"32","335",3637163.5017643
"33","335",3637163.5017643
"34","325",3637163.5017643
"35","315",10914008.3954487
"36","315",3638587.76214218
"37","315",3638587.76214409
"38","345",3638587.76214409
"39","315",7278599.28858376
"40","315",3640011.52644157
"41","325",3640011.52644348
"42","325",3640011.52644348
"43","335",3640011.52644348
"44","335",3640011.52644348
"45","335",7280022.90222931
"46","345",3640011.52644157
"47","315",10922550.1837082
"48","315",7281446.32092476
"49","315",3641434.79448128
"50","315",3641434.79448128
"51","335",3641434.79448318
"52","345",3641434.79448128
"53","315",7285714.98194122
"54","335",3642857.56609344
"55","305",3644279.84109306
"56","315",3644279.84108734
"57","315",3644279.84108925
"58","315",3644279.84108734
"59","325",3644279.84108925
"60","315",3645701.61930466
"61","315",3645701.61930466
"62","345",3645701.61930466
"63","345",3645701.61930466
"64","325",10938857.3711548
"65","315",3647122.9005661
"66","325",3647122.90056992
"67","335",3647122.9005661
"68","335",3647122.9005661
"69","315",3648543.68470001
"70","325",3648543.6846962
"71","335",3648543.6846962
"72","345",3648543.68470001
"73","335",3648543.68470001
"74","315",3649963.97151184
"75","315",3649963.97150993
"76","315",3649963.97151184
"77","315",3649963.97151184
"78","315",3649963.97151184
"79","315",3651383.76085281
"80","315",7302767.37269211
"81","325",7304186.8133831
"82","315",3652803.05253029
"83","345",3652803.0525322
"84","325",3654221.84637642
"85","315",3654221.84637642
"86","305",3654221.84637642
"87","315",3654221.84637833
"88","325",3654221.84637833
"89","305",10965169.7059059
"90","325",3655640.14222336
"91","345",3655640.14222336
"92","315",3657057.93988609
"93","305",3657057.93988609
"94","315",3657057.93988419
"95","315",3657057.93988419
"96","315",3657057.93988419
"97","315",3657057.93988419
"98","315",7315533.17907715
"99","315",3658475.23918915
"100","315",3658475.23919487
"101","305",3659892.03997421
"102","315",7319783.93216705
"103","315",3659892.03997231
"104","335",3659892.03996849
"105","305",3661308.34204674
"106","315",3661308.34204483
"107","325",3661308.34204483
"108","335",3661308.34204483
"109","335",3661308.34204483
"110","325",3661308.34204483
"111","335",3662724.1452446
"112","325",3664139.44939423
"113","305",3664139.44939613
"114","315",3664139.44939613
"115","335",3664139.44939423
"116","325",3665554.25431633
"117","305",3665554.25431633
"118","305",3665554.25431633
"119","305",3665554.25431633
"120","315",3665554.25431824
"121","325",3665554.25431824
"122","305",3666968.55983543
"123","305",3666968.55983925
"124","315",7333936.97293091
"125","325",3666968.55983543
"126","335",3668382.3657856
"127","315",3668382.3657856
"128","315",11003399.5402164
"129","325",3668382.36578941
"130","305",7338178.03778839
"131","305",3669795.67199898
"132","305",3669795.67199898
"133","315",3669795.67199898
"134","315",3669795.67199898
"135","335",3671208.47827911
"136","315",3671208.4782753
"137","335",3672620.78447533
"138","305",3672620.78447342
"139","305",3672620.78447533
"140","305",3672620.78447533
"141","305",3672620.78447342
"142","315",3672620.78447533
"143","305",11017861.8531513
"144","315",3674032.59039688
"145","295",3674032.59039688
"146","315",3674032.59039688
"147","305",3674032.59039879
"148","335",3675443.89587975
"149","345",3675443.89587784
"150","305",3676854.70075417
"151","305",3676854.70075417
"152","315",3676854.70075417
"153","325",3676854.70075417
"154","335",3678265.00483322
"155","335",3678265.00483322
"156","335",3679674.80796623
"157","315",3679674.80796623
"158","305",3679674.80796814
"159","325",3679674.80796623
"160","315",3681084.10995865
"161","305",3681084.10995483
"162","315",3681084.10995865
"163","305",3681084.10995865
"164","315",7364985.67684174
"165","325",3683901.20985413
"166","315",3683901.20985413
"167","315",3683901.20985413
"168","345",3683901.20985413
"169","325",3685309.00741196
"170","345",3685309.00741386
"171","305",3686716.30314827
"172","335",3686716.30315018
"173","315",3688123.09688568
"174","305",3688123.09688568
"175","315",3688123.09688568
"176","315",3688123.09688377
"177","345",3688123.09688377
"178","325",3689529.38846397
"179","315",3689529.38846588
"180","295",3689529.38846588
"181","325",3690935.17768669
"182","315",3690935.17768669
"183","325",3690935.17768288
"184","315",3690935.17768288
"185","315",3690935.17768669
"186","345",3690935.17768288
"187","345",3690935.17768288
"188","335",3692340.46440887
"189","325",3692340.46440315
"190","335",3692340.46440887
"191","325",3693745.24843407
"192","325",3693745.24843407
"193","315",3695149.52960968
"194","315",3695149.52960968
"195","305",3695149.52960777
"196","315",3696553.3077507
"197","325",3696553.3077507
"198","325",3697956.58268929
"199","315",3697956.58268929
"200","355",3699359.35426331
"201","315",3700761.62228775
"202","315",3700761.62228394
"203","365",3700761.62228394
"204","325",3702163.38658524
"205","315",7404326.63169479
"206","315",3703564.6470089
"207","315",3703564.6470089
"208","325",3703564.64700699
"209","305",3703564.64700699
"210","355",3703564.64700699
"211","325",7409930.66566467
"212","315",7409930.66566467
"213","325",3706365.65548325
"214","305",3706365.65548897
"215","345",3707765.40320587
"216","305",3710563.38475037
"217","315",3713359.34662628
"218","325",7426718.5534935
"219","355",3713359.34662819
"220","315",3714756.569767
"221","305",3714756.569767
"222","335",3714756.569767
"223","305",3716153.28746986
"224","305",3716153.28746986
"225","355",3716153.28746986
"226","325",3717549.49957657
"227","305",3717549.49957657
"228","305",3717549.49958038
"229","335",3717549.49958038
"230","305",3720340.40630913
"231","305",3721735.10057831
"232","305",3721735.10058212
"233","315",3721735.10057831
"234","305",3721735.10057831
"235","315",3723129.28857803
"236","315",3723129.28857803
"237","305",3723129.28857803
"238","315",3723129.28857613
"239","325",3724522.97012329
"240","325",3724522.97012329
"241","315",7451832.15226364
"242","325",3725916.14503479
"243","325",3725916.14503479
"244","315",7451832.15225983
"245","285",3727308.81316566
"246","305",3727308.81316566
"247","325",3727308.81316566
"248","315",7462967.41320801
"249","325",3731483.77507401
"250","295",3732874.41431999
"251","325",3735654.16971207
"252","335",3735654.16971397
"253","325",3737043.28552055
"254","325",3737043.28552246
"255","335",3739819.99250603
"256","345",3742594.66552353
