fid,DN,area
"1","15",3618603.05328369
"2","15",3621463.94639587
"3","25",3622893.65208244
"4","15",3622893.65208435
"5","15",7247216.51570511
"6","15",3627179.80355072
"7","15",3628607.5315876
"8","35",3628607.5315876
"9","25",3630034.76478195
"10","25",3630034.76478195
"11","15",3630034.76478195
"12","15",7261496.26771164
"13","25",3631461.50293159
"14","15",3631461.50292969
"15","15",7264349.24881744
"16","15",3632887.74588776
"17","15",3632887.74588776
"18","15",3632887.74588585
"19","25",3634313.49345589
"20","25",3634313.4934597
"21","5",3634313.49346161
"22","5",3635738.74547768
"23","15",3635738.74547768
"24","35",3635738.74547768
"25","45",3635738.74547577
"26","15",3635738.74547577
"27","15",3635738.74547577
"28","15",3635738.74547768
"29","45",3637163.5017643
"30","5",3637163.5017643
"31","35",3637163.5017643
"32","25",3637163.5017643
"33","5",7274326.85247803
"34","15",3637163.5017643
"35","15",3637163.5017643
"36","15",3637163.5017643
"37","35",3638587.76214218
"38","5",3638587.76214409
"39","45",7277175.37343979
"40","45",3638587.76214409
"41","5",7278599.28858376
"42","45",3640011.52644157
"43","25",3640011.52644348
"44","25",3640011.52644348
"45","55",3640011.52644348
"46","15",3640011.52644348
"47","5",3640011.52644348
"48","25",10920033.9767265
"49","5",10922550.1837082
"50","25",3641434.79448128
"51","35",3641434.79448128
"52","15",3641434.79448128
"53","45",3641434.79448318
"54","65",3641434.79448128
"55","25",3642857.56609344
"56","35",3642857.56609344
"57","35",3642857.56609344
"58","55",3644279.84109306
"59","5",3644279.84108734
"60","5",3644279.84108925
"61","5",3644279.84108734
"62","35",3644279.84108925
"63","5",3645701.61930466
"64","5",3645701.61930466
"65","45",3645701.61930466
"66","55",3645701.61930466
"67","65",3645701.61930466
"68","65",3645701.61930466
"69","5",3647122.9005661
"70","25",3647122.90056992
"71","65",3647122.9005661
"72","55",3647122.9005661
"73","65",3647122.9005661
"74","5",3648543.68470001
"75","75",3648543.6846962
"76","85",3648543.6846962
"77","55",3648543.68470001
"78","45",3648543.68470001
"79","75",3649963.97151184
"80","5",3649963.97150993
"81","5",3649963.97151184
"82","55",3649963.97151184
"83","65",3649963.97151184
"84","5",3651383.76085281
"85","5",7302767.37269211
"86","75",7304186.8133831
"87","5",3652803.05253029
"88","75",3652803.0525322
"89","75",3654221.84637642
"90","45",3654221.84637642
"91","5",3654221.84637642
"92","65",3654221.84637833
"93","75",3654221.84637833
"94","5",10965169.7059059
"95","5",3655640.14222336
"96","75",3655640.14222336
"97","45",3657057.93988609
"98","5",3657057.93988609
"99","5",3657057.93988419
"100","5",3657057.93988419
"101","15",3657057.93988419
"102","25",3657057.93988419
"103","35",3657057.93988419
"104","5",3658475.23918915
"105","5",3658475.23919487
"106","25",3658475.23919296
"107","5",3659892.03997421
"108","5",7319783.93216705
"109","5",3659892.03997231
"110","85",3659892.03996849
"111","5",3661308.34204674
"112","5",3661308.34204483
"113","45",3661308.34204483
"114","85",3661308.34204483
"115","75",3661308.34204483
"116","75",3661308.34204483
"117","85",3662724.1452446
"118","15",3664139.44939423
"119","5",3664139.44939613
"120","15",3664139.44939613
"121","75",3664139.44939423
"122","35",3665554.25431633
"123","5",3665554.25431633
"124","5",3665554.25431633
"125","15",3665554.25431633
"126","15",3665554.25431824
"127","25",3665554.25431824
"128","5",3666968.55983543
"129","5",3666968.55983925
"130","15",7333936.97293091
"131","65",3666968.55983543
"132","85",3668382.3657856
"133","25",3668382.3657856
"134","15",11003399.5402164
"135","35",3668382.36578941
"136","5",7338178.03778839
"137","5",3669795.67199898
"138","5",3669795.67199898
"139","15",3669795.67199898
"140","45",3669795.67199898
"141","85",3671208.47827911
"142","25",3671208.4782753
"143","85",3672620.78447533
"144","5",3672620.78447342
"145","5",3672620.78447533
"146","35",3672620.78447533
"147","55",3672620.78447342
"148","55",3672620.78447533
"149","25",11017861.8531513
