fid,DN,area
"1","55",3618603.05328369
"2","65",3621463.94639587
"3","65",3622893.65208244
"4","65",3622893.65208435
"5","65",7247216.51570511
"6","65",3627179.80355072
"7","65",3628607.5315876
"8","55",3628607.5315876
"9","55",3630034.76478195
"10","55",3630034.76478195
"11","65",3630034.76478195
"12","65",7261496.26771164
"13","55",3631461.50293159
"14","65",3631461.50292969
"15","65",3631461.50292969
"16","65",3632887.74588776
"17","65",3632887.74588776
"18","55",3632887.74588776
"19","55",3632887.74588585
"20","55",3634313.49345589
"21","65",3634313.4934597
"22","65",3634313.49346161
"23","65",3635738.74547768
"24","65",3635738.74547768
"25","65",3635738.74547577
"26","65",3635738.74547577
"27","55",3635738.74547577
"28","55",3635738.74547768
"29","65",7272902.24724197
"30","65",3637163.5017643
"31","65",3637163.5017643
"32","65",7274326.85247803
"33","55",3637163.5017643
"34","55",3637163.5017643
"35","55",3637163.5017643
"36","65",10914008.3954487
"37","65",3638587.76214218
"38","65",3638587.76214409
"39","65",3638587.76214409
"40","55",7278599.28858376
"41","65",3640011.52644157
"42","65",3640011.52644348
"43","65",3640011.52644348
"44","65",3640011.52644348
"45","65",3640011.52644348
"46","55",3640011.52644348
"47","55",3640011.52644348
"48","65",7280022.90223694
"49","65",7281446.32092476
"50","65",3641434.79448128
"51","55",7282869.43851852
"52","65",3641434.79448128
"53","65",3641434.79448318
"54","65",3641434.79448128
"55","65",7285714.98194122
"56","55",3642857.56609344
"57","65",3644279.84109306
"58","55",3644279.84108734
"59","65",3644279.84108925
"60","65",3644279.84108734
"61","65",3644279.84108925
"62","55",3645701.61930466
"63","65",3645701.61930466
"64","55",7291403.08876801
"65","65",3645701.61930466
"66","65",3645701.61930466
"67","55",3647122.9005661
"68","65",3647122.90056992
"69","65",3647122.9005661
"70","55",3647122.9005661
"71","55",3647122.9005661
"72","55",3648543.68470001
"73","55",3648543.6846962
"74","65",3648543.6846962
"75","55",3648543.68470001
"76","55",3648543.68470001
"77","65",3649963.97151184
"78","65",3649963.97150993
"79","65",3649963.97151184
"80","55",3649963.97151184
"81","55",3649963.97151184
"82","55",3651383.76085281
"83","55",7302767.37269211
"84","55",7304186.8133831
"85","55",3652803.05253029
