fid,DN,area
"1","125",3618603.05328369
"2","105",3621463.94639587
"3","105",3622893.65208244
"4","105",3622893.65208435
"5","115",7247216.51570511
"6","105",3627179.80355072
"7","85",3628607.5315876
"8","85",3628607.5315876
"9","105",3630034.76478195
"10","105",3630034.76478195
"11","85",3630034.76478195
"12","125",7261496.26771164
"13","115",3631461.50293159
"14","115",3631461.50292969
"15","85",3631461.50292969
"16","75",3632887.74588776
"17","85",3632887.74588776
"18","75",3632887.74588776
"19","85",3632887.74588585
"20","105",3634313.49345589
"21","105",3634313.4934597
"22","85",3634313.49346161
"23","105",3635738.74547768
"24","105",3635738.74547768
"25","75",3635738.74547577
"26","85",3635738.74547577
"27","75",3635738.74547577
"28","95",3635738.74547768
"29","85",7272902.24724197
"30","145",3637163.5017643
"31","85",3637163.5017643
"32","105",3637163.5017643
"33","75",7274326.85247803
"34","105",3637163.5017643
"35","95",3637163.5017643
"36","85",3637163.5017643
"37","125",3638587.76214218
"38","95",3638587.76214409
"39","85",3638587.76214409
"40","95",3638587.76214409
"41","85",3638587.76214409
"42","75",7278599.28858376
"43","125",3640011.52644157
"44","95",3640011.52644348
"45","75",3640011.52644348
"46","75",3640011.52644348
"47","85",3640011.52644348
"48","75",3640011.52644348
"49","95",7280022.90222931
"50","105",3640011.52644157
"51","75",7281446.32092476
"52","135",3641434.79448128
"53","85",7282869.43851852
"54","85",3641434.79448128
"55","75",3641434.79448318
"56","95",3641434.79448128
"57","75",7285714.98194122
"58","75",3642857.56609344
"59","115",3644279.84109306
"60","85",3644279.84108734
"61","85",3644279.84108925
"62","65",3644279.84108734
"63","75",3644279.84108925
"64","95",3645701.61930466
"65","75",3645701.61930466
"66","75",3645701.61930466
"67","65",3645701.61930466
"68","85",3645701.61930466
"69","105",3645701.61930466
"70","95",3647122.9005661
"71","75",3647122.90056992
"72","65",3647122.9005661
"73","85",3647122.9005661
"74","105",3647122.9005661
"75","85",3648543.68470001
"76","75",3648543.6846962
"77","65",3648543.6846962
"78","85",3648543.68470001
"79","105",3648543.68470001
"80","145",3649963.97151184
"81","95",3649963.97150993
"82","85",3649963.97151184
"83","65",3649963.97151184
"84","75",3649963.97151184
"85","95",3651383.76085281
"86","75",7302767.37269211
"87","65",7304186.8133831
"88","95",3652803.05253029
"89","75",3652803.0525322
"90","125",3654221.84637642
"91","95",3654221.84637642
"92","95",3654221.84637642
"93","55",3654221.84637833
"94","55",3654221.84637833
"95","105",7309861.98859978
"96","95",3655640.14222336
"97","75",3655640.14222336
"98","65",3655640.14222336
"99","105",3657057.93988609
"100","95",3657057.93988609
"101","95",3657057.93988419
"102","75",3657057.93988419
"103","85",3657057.93988419
"104","65",3657057.93988419
"105","65",3657057.93988419
"106","105",3658475.23918915
"107","65",3658475.23919487
"108","55",3658475.23919296
"109","125",3659892.03997421
"110","115",7319783.93216705
"111","95",3659892.03997231
"112","45",3659892.03996849
"113","95",3661308.34204674
"114","65",3661308.34204483
"115","45",3661308.34204483
"116","45",3661308.34204483
"117","45",3661308.34204483
"118","95",3661308.34204483
"119","125",3662724.1452446
"120","125",3664139.44939423
"121","115",3664139.44939613
"122","95",3664139.44939613
"123","95",3664139.44939423
"124","105",3665554.25431633
"125","105",3665554.25431633
"126","115",3665554.25431633
"127","85",3665554.25431633
"128","55",3665554.25431824
"129","55",3665554.25431824
"130","115",3666968.55983543
"131","105",3666968.55983925
"132","95",3666968.55983543
"133","105",3666968.55983925
"134","55",3666968.55983543
"135","105",3668382.3657856
"136","105",3668382.36578941
"137","85",3668382.3657856
"138","65",11003399.5402164
"139","45",3668382.36578941
"140","115",3669795.67199898
"141","115",3669795.67199898
"142","105",3669795.67199898
"143","105",3669795.67199898
"144","95",3669795.67199898
"145","125",3671208.47827911
"146","105",3671208.47827911
"147","45",3671208.4782753
"148","115",3672620.78447533
"149","115",3672620.78447342
"150","105",3672620.78447533
"151","95",3672620.78447533
"152","95",3672620.78447533
"153","75",3672620.78447342
"154","75",3672620.78447533
"155","135",3674032.59039688
"156","95",3674032.59039688
"157","85",3674032.59039688
"158","75",3674032.59039688
"159","45",3674032.59039879
"160","115",3675443.89587975
"161","145",3675443.89587784
"162","75",3676854.70075417
"163","75",3676854.70075417
"164","75",3676854.70075417
"165","155",3676854.70075417
"166","55",3678265.00483322
"167","155",3678265.00483322
"168","125",3679674.80796623
"169","85",3679674.80796623
"170","45",3679674.80796814
"171","55",3679674.80796623
"172","125",3681084.10995865
"173","115",3681084.10995483
"174","105",3681084.10995865
"175","85",3681084.10995865
"176","135",3682492.91064453
"177","125",3682492.91064453
"178","115",3683901.20985413
"179","115",3683901.20985413
"180","65",3683901.20985413
"181","135",3683901.20985413
"182","75",3685309.00741196
"183","165",3685309.00741386
"184","75",3686716.30314827
"185","125",3686716.30315018
"186","65",3688123.09688568
"187","85",3688123.09688568
"188","85",3688123.09688568
"189","65",3688123.09688377
"190","135",3688123.09688377
"191","95",3689529.38846397
"192","75",3689529.38846588
"193","65",3689529.38846588
"194","115",3690935.17768669
"195","115",3690935.17768669
"196","115",3690935.17768288
"197","115",3690935.17768288
"198","115",3690935.17768669
"199","115",3690935.17768288
"200","165",3690935.17768288
"201","105",3692340.46440887
"202","105",3692340.46440315
"203","85",3692340.46440887
"204","135",3693745.24843407
"205","115",3693745.24843407
"206","75",3695149.52960968
"207","85",3695149.52960968
"208","65",3695149.52960777
"209","115",3696553.3077507
"210","65",3696553.3077507
"211","125",3697956.58268929
"212","75",3697956.58268929
"213","135",3699359.35426331
"214","135",3700761.62228775
"215","75",3700761.62228394
"216","115",3700761.62228394
"217","145",3702163.38658524
"218","125",3702163.38658524
"219","115",3702163.38658905
"220","145",3703564.6470089
"221","95",3703564.6470089
"222","145",3703564.64700699
"223","165",3703564.64700699
"224","135",3703564.64700699
"225","125",7409930.66566467
"226","155",7409930.66566467
"227","135",3706365.65548325
"228","75",3706365.65548897
"229","155",3707765.40320587
"230","145",3710563.38475037
"231","155",3713359.34662628
"232","75",7426718.5534935
"233","215",3713359.34662819
"234","145",3714756.569767
"235","65",3714756.569767
"236","115",3714756.569767
"237","255",3716153.28746986
"238","175",3716153.28746986
"239","115",3716153.28746986
"240","95",3717549.49957657
"241","245",3717549.49957657
"242","255",3717549.49958038
"243","135",3717549.49958038
"244","255",3720340.40630913
"245","205",3721735.10057831
"246","245",3721735.10058212
"247","225",3721735.10057831
"248","215",3721735.10057831
"249","135",3723129.28857803
"250","115",3723129.28857803
"251","215",3723129.28857803
"252","165",3723129.28857613
"253","175",3724522.97012329
"254","215",3724522.97012329
"255","125",7451832.15226364
"256","205",3725916.14503479
"257","145",3725916.14503479
"258","205",7451832.15225983
"259","165",3727308.81316566
"260","225",3727308.81316566
"261","205",3727308.81316566
"262","235",3731483.77507591
"263","205",3731483.77507782
"264","185",3731483.77507401
"265","145",3732874.41431999
"266","245",3735654.16971207
"267","205",3735654.16971397
"268","195",3737043.28552055
"269","175",3737043.28552246
"270","205",3739819.99250603
"271","195",3742594.66552353
