fid,DN,area
"1","115",3618603.05328369
"2","115",3621463.94639587
"3","105",3622893.65208244
"4","115",3622893.65208435
"5","125",3622893.65208244
"6","115",3624322.86362267
"7","125",3627179.80355072
"8","125",3628607.5315876
"9","135",3628607.5315876
"10","145",3630034.76478195
"11","145",3630034.76478195
"12","135",3630034.76478195
"13","75",7261496.26771164
"14","145",3631461.50293159
"15","85",3631461.50292969
"16","135",7264349.24881744
"17","115",3632887.74588776
"18","145",3632887.74588776
"19","135",3632887.74588585
"20","145",3634313.49345589
"21","95",3634313.4934597
"22","135",3634313.49346161
"23","105",3635738.74547768
"24","85",3635738.74547768
"25","115",3635738.74547577
"26","115",3635738.74547577
"27","135",3635738.74547577
"28","145",3635738.74547768
"29","105",7272902.24724197
"30","125",3637163.5017643
"31","85",3637163.5017643
"32","135",7274326.85247803
"33","135",3637163.5017643
"34","145",3637163.5017643
"35","145",3637163.5017643
"36","95",10914008.3954487
"37","125",3638587.76214218
"38","105",3638587.76214409
"39","145",3638587.76214409
"40","145",7278599.28858376
"41","135",3640011.52644157
"42","105",3640011.52644348
"43","125",3640011.52644348
"44","135",3640011.52644348
"45","145",3640011.52644348
"46","135",3640011.52644348
"47","145",7280022.90223694
"48","105",10922550.1837082
"49","105",7281446.32092476
"50","125",3641434.79448128
"51","105",3641434.79448128
"52","125",3641434.79448318
"53","155",3641434.79448128
"54","125",7285714.98194122
"55","145",3642857.56609344
"56","125",3644279.84109306
"57","105",3644279.84108734
"58","105",3644279.84108925
"59","105",3644279.84108734
"60","125",3644279.84108925
"61","105",3645701.61930466
"62","115",3645701.61930466
"63","125",7291403.08876801
"64","135",3645701.61930466
"65","155",3645701.61930466
"66","115",3647122.9005661
"67","125",3647122.90056992
"68","135",3647122.9005661
"69","145",3647122.9005661
"70","145",3647122.9005661
"71","105",3648543.68470001
"72","145",3648543.6846962
"73","145",3648543.6846962
"74","155",3648543.68470001
"75","155",3648543.68470001
"76","135",3649963.97151184
"77","95",3649963.97150993
"78","115",3649963.97151184
"79","135",3649963.97151184
"80","135",3649963.97151184
"81","105",3651383.76085281
"82","125",3651383.76085091
"83","135",3651383.76085091
