fid,DN,area
"1","5",3618603.05328369
"2","5",3621463.94639587
"3","5",3622893.65208244
"4","5",3622893.65208435
"5","5",7247216.51570511
"6","5",3627179.80355072
"7","5",3628607.5315876
"8","5",3628607.5315876
"9","5",3630034.76478195
"10","5",3630034.76478195
"11","5",3630034.76478195
"12","5",7261496.26771164
"13","5",3631461.50293159
"14","5",3631461.50292969
"15","5",7264349.24881744
"16","5",3632887.74588776
"17","5",3632887.74588776
"18","5",3632887.74588585
"19","5",3634313.49345589
"20","5",3634313.4934597
"21","5",3634313.49346161
"22","5",3635738.74547768
"23","5",3635738.74547768
"24","5",3635738.74547577
"25","5",3635738.74547577
"26","5",3635738.74547577
"27","5",3635738.74547768
"28","5",7272902.24724197
"29","5",3637163.5017643
"30","5",3637163.5017643
"31","5",7274326.85247803
"32","5",3637163.5017643
"33","5",3637163.5017643
"34","5",3637163.5017643
"35","5",10914008.3954487
"36","5",3638587.76214218
"37","5",3638587.76214409
"38","5",3638587.76214409
"39","5",7278599.28858376
"40","5",3640011.52644157
"41","5",3640011.52644348
"42","5",3640011.52644348
"43","5",3640011.52644348
"44","5",3640011.52644348
"45","5",10920033.9767265
"46","5",10922550.1837082
"47","5",7281446.32092476
"48","5",3641434.79448128
"49","5",3641434.79448128
"50","5",3641434.79448318
"51","5",3641434.79448128
"52","5",7285714.98194122
"53","5",3642857.56609344
"54","5",3644279.84109306
"55","5",3644279.84108734
"56","5",3644279.84108925
"57","5",3644279.84108734
"58","5",3644279.84108925
"59","5",3645701.61930466
"60","5",3645701.61930466
"61","25",3645701.61930466
"62","25",3645701.61930466
"63","5",10938857.3711548
"64","5",3647122.9005661
"65","5",3647122.90056992
"66","15",3647122.9005661
"67","5",3647122.9005661
"68","5",3648543.68470001
"69","5",3648543.6846962
"70","15",3648543.6846962
"71","15",3648543.68470001
"72","5",3648543.68470001
"73","5",3649963.97151184
"74","5",3649963.97150993
"75","5",3649963.97151184
"76","5",3649963.97151184
"77","5",3649963.97151184
"78","5",3651383.76085281
"79","5",7302767.37269211
"80","5",7304186.8133831
"81","5",3652803.05253029
"82","5",3652803.0525322
"83","5",3654221.84637642
"84","5",3654221.84637642
"85","5",3654221.84637642
"86","5",3654221.84637833
"87","5",3654221.84637833
"88","5",10965169.7059059
"89","5",3655640.14222336
"90","25",3655640.14222336
"91","5",3657057.93988609
"92","5",3657057.93988609
"93","5",3657057.93988419
"94","5",3657057.93988419
"95","5",3657057.93988419
"96","5",3657057.93988419
"97","5",7315533.17907715
"98","5",3658475.23918915
"99","5",3658475.23919487
"100","15",3659892.03997421
"101","5",7319783.93216705
"102","5",3659892.03997231
"103","15",3659892.03996849
"104","5",3661308.34204674
"105","5",3661308.34204483
"106","15",3661308.34204483
"107","25",3661308.34204483
"108","15",3661308.34204483
"109","5",3661308.34204483
"110","25",3662724.1452446
"111","5",3664139.44939423
"112","5",3664139.44939613
"113","5",3664139.44939613
"114","5",3664139.44939423
"115","25",3665554.25431633
"116","5",3665554.25431633
"117","5",3665554.25431633
"118","5",3665554.25431633
"119","5",3665554.25431824
"120","5",3665554.25431824
"121","5",3666968.55983543
"122","5",3666968.55983925
"123","5",7333936.97293091
"124","25",3666968.55983543
"125","25",3668382.3657856
"126","5",3668382.3657856
"127","5",11003399.5402164
"128","5",3668382.36578941
"129","5",7338178.03778839
"130","5",3669795.67199898
"131","5",3669795.67199898
"132","5",3669795.67199898
"133","5",3669795.67199898
"134","25",3671208.47827911
"135","5",3671208.4782753
"136","25",3672620.78447533
"137","5",3672620.78447342
"138","5",3672620.78447533
"139","5",3672620.78447533
"140","5",3672620.78447342
"141","15",3672620.78447533
"142","5",11017861.8531513
"143","5",3674032.59039688
"144","5",3674032.59039688
"145","5",3674032.59039688
"146","5",3674032.59039879
"147","35",3675443.89587975
"148","15",3675443.89587784
"149","5",3676854.70075417
"150","5",3676854.70075417
"151","15",3676854.70075417
"152","5",3676854.70075417
"153","35",3678265.00483322
"154","15",3678265.00483322
"155","25",3679674.80796623
"156","5",3679674.80796623
"157","5",3679674.80796814
"158","15",3679674.80796623
"159","5",3681084.10995865
"160","5",3681084.10995483
"161","5",3681084.10995865
"162","5",3681084.10995865
"163","15",3682492.91064453
"164","5",3682492.91064453
"165","5",3683901.20985413
"166","5",3683901.20985413
"167","15",3683901.20985413
"168","25",3683901.20985413
"169","25",3685309.00741196
"170","35",3685309.00741386
"171","5",3686716.30314827
"172","25",3686716.30315018
"173","25",3688123.09688568
"174","5",3688123.09688568
"175","25",3688123.09688568
"176","25",3688123.09688377
"177","15",3688123.09688377
"178","5",3689529.38846397
"179","5",3689529.38846588
"180","25",3689529.38846588
"181","5",3690935.17768669
"182","5",3690935.17768669
"183","5",3690935.17768288
