fid,DN,area
"1","25",3618603.05328369
"2","15",3621463.94639587
"3","25",3622893.65208244
"4","15",3622893.65208435
"5","25",7247216.51570511
"6","25",3627179.80355072
"7","25",3628607.5315876
"8","25",3628607.5315876
"9","15",3630034.76478195
"10","15",3630034.76478195
"11","25",3630034.76478195
"12","15",7261496.26771164
"13","15",3631461.50293159
"14","15",3631461.50292969
"15","25",7264349.24881744
"16","25",3632887.74588776
"17","25",3632887.74588776
"18","25",3632887.74588585
"19","15",3634313.49345589
"20","25",3634313.4934597
"21","15",3634313.49346161
"22","25",3635738.74547768
"23","25",3635738.74547768
"24","25",3635738.74547577
"25","25",3635738.74547577
"26","25",3635738.74547577
"27","25",3635738.74547768
"28","15",7272902.24724197
"29","15",3637163.5017643
"30","15",3637163.5017643
"31","25",7274326.85247803
"32","25",3637163.5017643
"33","25",3637163.5017643
"34","25",3637163.5017643
"35","15",10914008.3954487
"36","15",3638587.76214218
"37","15",3638587.76214409
"38","25",3638587.76214409
"39","15",7278599.28858376
"40","25",3640011.52644157
"41","15",3640011.52644348
"42","25",3640011.52644348
"43","25",3640011.52644348
"44","25",3640011.52644348
"45","15",3640011.52644348
"46","25",7280022.90223694
"47","25",10922550.1837082
"48","15",7281446.32092476
"49","25",3641434.79448128
"50","15",3641434.79448128
"51","25",3641434.79448318
"52","25",3641434.79448128
"53","15",7285714.98194122
"54","15",3642857.56609344
"55","25",3644279.84109306
"56","15",3644279.84108734
"57","15",3644279.84108925
"58","15",3644279.84108734
"59","15",3644279.84108925
"60","15",3645701.61930466
"61","25",3645701.61930466
"62","45",3645701.61930466
"63","45",3645701.61930466
"64","15",10938857.3711548
"65","15",3647122.9005661
"66","15",3647122.90056992
"67","35",3647122.9005661
"68","25",3647122.9005661
"69","15",3648543.68470001
"70","25",3648543.6846962
"71","35",3648543.6846962
"72","35",3648543.68470001
"73","25",3648543.68470001
"74","25",3649963.97151184
"75","25",3649963.97150993
"76","15",3649963.97151184
"77","15",3649963.97151184
"78","15",3649963.97151184
"79","25",3651383.76085281
"80","15",7302767.37269211
"81","25",7304186.8133831
"82","25",3652803.05253029
"83","25",3652803.0525322
"84","25",3654221.84637642
"85","15",3654221.84637642
"86","25",3654221.84637642
"87","15",3654221.84637833
"88","25",3654221.84637833
"89","15",7309861.98859978
"90","25",3655640.14222336
"91","25",3655640.14222336
"92","45",3655640.14222336
"93","25",3657057.93988609
"94","15",3657057.93988609
"95","15",3657057.93988419
"96","15",3657057.93988419
"97","15",3657057.93988419
"98","15",3657057.93988419
"99","25",3657057.93988419
"100","15",3658475.23918915
"101","15",3658475.23919487
"102","15",3658475.23919296
"103","25",3659892.03997421
"104","15",7319783.93216705
"105","15",3659892.03997231
"106","35",3659892.03996849
"107","15",3661308.34204674
"108","15",3661308.34204483
"109","35",3661308.34204483
"110","45",3661308.34204483
"111","35",3661308.34204483
"112","35",3661308.34204483
"113","45",3662724.1452446
"114","15",3664139.44939423
"115","15",3664139.44939613
"116","15",3664139.44939613
"117","25",3664139.44939423
"118","35",3665554.25431633
"119","15",3665554.25431633
"120","25",3665554.25431633
"121","15",3665554.25431633
"122","15",3665554.25431824
"123","25",3665554.25431824
"124","15",3666968.55983543
"125","15",3666968.55983925
"126","15",7333936.97293091
