fid,DN,area
"1","35",3618603.05328369
"2","35",3621463.94639587
"3","45",3622893.65208244
"4","35",3622893.65208435
"5","35",7247216.51570511
"6","45",3627179.80355072
"7","35",3628607.5315876
"8","15",3628607.5315876
"9","95",3630034.76478195
"10","75",3630034.76478195
"11","35",3630034.76478195
"12","35",7261496.26771164
"13","95",3631461.50293159
"14","45",3631461.50292969
"15","25",7264349.24881744
"16","45",3632887.74588776
"17","35",3632887.74588776
"18","15",3632887.74588585
"19","105",3634313.49345589
"20","45",3634313.4934597
"21","35",3634313.49346161
"22","55",3635738.74547768
"23","45",3635738.74547768
"24","45",3635738.74547577
"25","45",3635738.74547577
"26","15",3635738.74547577
"27","15",3635738.74547768
"28","45",7272902.24724197
"29","115",3637163.5017643
"30","45",3637163.5017643
"31","45",7274326.85247803
"32","15",3637163.5017643
"33","15",3637163.5017643
"34","15",3637163.5017643
"35","45",10914008.3954487
"36","95",3638587.76214218
"37","55",3638587.76214409
"38","15",3638587.76214409
"39","75",7278599.28858376
"40","95",3640011.52644157
"41","45",3640011.52644348
"42","45",3640011.52644348
"43","45",3640011.52644348
"44","55",3640011.52644348
"45","35",3640011.52644348
"46","15",10920033.9767265
"47","55",10922550.1837082
"48","105",3641434.79448128
"49","55",3641434.79448128
"50","45",3641434.79448128
"51","45",3641434.79448318
"52","15",3641434.79448128
"53","45",3642857.56609344
"54","55",3642857.56609344
"55","35",3642857.56609344
"56","95",3644279.84109306
"57","75",3644279.84108734
"58","75",3644279.84108925
"59","55",3644279.84108734
"60","45",3644279.84108925
"61","75",3645701.61930466
"62","65",3645701.61930466
"63","45",3645701.61930466
"64","55",3645701.61930466
"65","25",3645701.61930466
"66","15",3645701.61930466
"67","85",3647122.9005661
"68","55",3647122.90056992
"69","55",3647122.9005661
"70","15",3647122.9005661
"71","15",3647122.9005661
"72","85",3648543.68470001
"73","45",3648543.6846962
"74","35",3648543.6846962
"75","15",3648543.68470001
"76","15",3648543.68470001
"77","125",3649963.97151184
"78","85",3649963.97150993
"79","65",3649963.97151184
"80","55",3649963.97151184
"81","55",3649963.97151184
"82","105",3651383.76085281
"83","55",7302767.37269211
"84","35",7304186.8133831
"85","95",3652803.05253029
"86","15",3652803.0525322
"87","125",3654221.84637642
"88","105",3654221.84637642
"89","75",3654221.84637642
"90","95",3654221.84637642
"91","55",3654221.84637833
"92","15",3654221.84637833
"93","95",7311280.13603973
"94","75",3655640.14222336
"95","5",3655640.14222336
"96","105",3657057.93988609
"97","95",3657057.93988609
"98","105",3657057.93988419
"99","65",3657057.93988419
"100","55",3657057.93988419
"101","75",3657057.93988419
"102","75",7315533.17907715
"103","95",3658475.23918915
"104","85",3658475.23919487
"105","105",3659892.03997421
"106","115",7319783.93216705
"107","105",3659892.03997231
"108","35",3659892.03996849
"109","115",3661308.34204674
"110","95",3661308.34204483
"111","55",3661308.34204483
"112","35",3661308.34204483
"113","25",3661308.34204483
"114","15",3661308.34204483
"115","135",3662724.1452446
