fid,DN,area
"1","275",3618603.05328369
"2","275",3621463.94639587
"3","275",3622893.65208244
"4","275",3622893.65208435
"5","285",7247216.51570511
"6","285",3627179.80355072
"7","285",3628607.5315876
"8","265",3628607.5315876
"9","245",3630034.76478195
"10","245",3630034.76478195
"11","275",3630034.76478195
"12","275",7261496.26771164
"13","255",3631461.50293159
"14","275",3631461.50292969
"15","275",7264349.24881744
"16","285",3632887.74588776
"17","275",3632887.74588776
"18","275",3632887.74588585
"19","255",3634313.49345589
"20","275",3634313.4934597
"21","285",3634313.49346161
"22","265",3635738.74547768
"23","275",3635738.74547768
"24","285",3635738.74547577
"25","285",3635738.74547577
"26","275",3635738.74547577
"27","265",3635738.74547768
"28","285",7272902.24724197
"29","245",3637163.5017643
"30","275",3637163.5017643
"31","275",7274326.85247803
"32","275",3637163.5017643
"33","275",3637163.5017643
"34","265",3637163.5017643
"35","275",10914008.3954487
"36","225",3638587.76214218
"37","245",3638587.76214218
"38","275",3638587.76214409
"39","275",3638587.76214409
"40","225",3640011.52644157
"41","235",3640011.52644157
"42","275",3640011.52644348
"43","285",3640011.52644348
"44","285",3640011.52644348
"45","275",3640011.52644348
"46","275",3640011.52644348
"47","275",7280022.90222931
"48","285",3640011.52644157
"49","285",7281446.32092476
"50","245",3641434.79448128
"51","285",7282869.43851852
"52","285",3641434.79448128
"53","275",3641434.79448318
"54","275",3641434.79448128
"55","285",7285714.98194122
"56","265",3642857.56609344
"57","215",3644279.84109306
"58","275",3644279.84108734
"59","275",3644279.84108925
"60","285",3644279.84108734
"61","285",3644279.84108925
"62","265",3645701.61930466
"63","285",3645701.61930466
"64","245",3645701.61930466
"65","255",3645701.61930466
"66","285",10938857.3711548
"67","275",3647122.9005661
"68","285",3647122.90056992
"69","215",3647122.9005661
"70","275",3647122.9005661
"71","255",3648543.68470001
"72","275",3648543.6846962
"73","275",3648543.6846962
"74","245",3648543.68470001
"75","275",3648543.68470001
"76","245",3649963.97151184
"77","255",3649963.97150993
"78","285",3649963.97151184
"79","275",3649963.97151184
"80","285",3649963.97151184
"81","245",3651383.76085281
"82","285",7302767.37269211
"83","265",3651383.76085091
"84","245",3652803.05253029
"85","255",3652803.0525322
"86","235",3652803.0525322
"87","195",3654221.84637642
"88","205",3654221.84637642
"89","245",3654221.84637642
"90","275",3654221.84637833
"91","265",3654221.84637833
"92","255",10965169.7059059
"93","285",3655640.14222336
"94","205",3655640.14222336
"95","195",3657057.93988609
"96","275",3657057.93988609
"97","255",3657057.93988419
"98","285",3657057.93988419
"99","285",3657057.93988419
"100","285",3657057.93988419
"101","285",7315533.17907715
"102","265",3658475.23918915
"103","285",3658475.23919487
"104","265",3659892.03997421
"105","275",3659892.03997231
"106","265",3659892.03997421
"107","255",3659892.03997231
"108","265",3659892.03996849
"109","255",3661308.34204674
"110","275",3661308.34204483
"111","255",3661308.34204483
"112","275",3661308.34204483
"113","265",3661308.34204483
"114","185",3661308.34204483
"115","215",3662724.1452446
"116","265",3664139.44939423
"117","275",3664139.44939613
"118","265",3664139.44939613
"119","275",3664139.44939423
"120","255",3665554.25431633
"121","265",3665554.25431633
"122","265",3665554.25431633
"123","245",3665554.25431633
"124","285",3665554.25431824
"125","265",3665554.25431824
"126","265",3666968.55983543
"127","265",3666968.55983925
"128","255",3666968.55983543
"129","245",3666968.55983925
"130","245",3666968.55983543
"131","275",7335350.92562485
"132","235",3668382.3657856
"133","255",3668382.36578941
"134","265",3668382.3657856
"135","265",3668382.36578751
"136","245",3668382.36578941
"137","255",3669795.67199898
"138","265",3669795.67199898
"139","265",3669795.67199898
"140","265",3669795.67199898
"141","255",3669795.67199898
"142","235",3671208.47827911
"143","245",3671208.47827911
"144","275",3671208.4782753
"145","225",3672620.78447533
"146","275",3672620.78447342
"147","265",3672620.78447533
"148","235",3672620.78447533
"149","245",3672620.78447342
"150","265",3672620.78447533
"151","225",7346653.37487221
"152","285",3674032.59039688
"153","255",3674032.59039688
"154","245",3674032.59039688
"155","265",3674032.59039879
"156","255",3675443.89587975
"157","225",3675443.89587784
"158","255",3676854.70075417
"159","245",3676854.70075417
"160","205",3676854.70075417
"161","235",3676854.70075417
"162","245",3678265.00483322
"163","255",3678265.00483322
"164","225",3679674.80796623
"165","255",3679674.80796623
"166","265",3679674.80796814
"167","255",3679674.80796623
"168","275",3681084.10995865
"169","285",3681084.10995483
"170","285",3681084.10995865
"171","255",3681084.10995865
"172","255",3682492.91064453
"173","245",3682492.91064453
"174","255",3683901.20985413
"175","265",3683901.20985413
"176","255",3683901.20985413
"177","215",3683901.20985413
"178","245",3685309.00741196
"179","275",3685309.00741386
"180","245",3686716.30314827
"181","235",3686716.30315018
"182","235",3688123.09688568
"183","255",3688123.09688568
"184","185",3688123.09688568
"185","255",3688123.09688377
"186","195",3688123.09688377
"187","265",3689529.38846397
"188","255",3689529.38846588
"189","255",3689529.38846588
"190","255",3690935.17768669
"191","255",3690935.17768669
"192","265",3690935.17768288
"193","265",3690935.17768288
"194","265",3690935.17768669
"195","225",3690935.17768288
"196","255",3690935.17768288
"197","235",3692340.46440887
"198","255",3692340.46440315
"199","265",3692340.46440887
"200","245",3693745.24843407
"201","245",3693745.24843407
"202","235",3695149.52960968
"203","275",3695149.52960968
"204","285",3695149.52960777
"205","265",3696553.3077507
"206","195",3696553.3077507
"207","255",3697956.58268929
"208","215",3697956.58268929
"209","195",3699359.35426331
"210","245",3700761.62228775
"211","225",3700761.62228394
"212","285",3700761.62228394
"213","255",3702163.38658524
"214","245",3702163.38658524
"215","235",3702163.38658905
"216","255",3703564.6470089
"217","205",3703564.6470089
"218","275",3703564.64700699
"219","265",3703564.64700699
"220","235",3703564.64700699
"221","255",7409930.66566467
"222","265",7409930.66566467
"223","255",3706365.65548325
"224","255",3706365.65548897
"225","185",3707765.40320587
"226","255",3710563.38475037
"227","255",3713359.34662628
"228","165",3713359.34662819
"229","175",3713359.34662628
"230","235",3713359.34662819
"231","255",3714756.569767
"232","225",3714756.569767
"233","225",3714756.569767
"234","265",3716153.28746986
"235","255",3716153.28746986
"236","225",3716153.28746986
"237","275",3717549.49957657
"238","265",3717549.49957657
"239","265",3717549.49958038
"240","245",3717549.49958038
"241","265",3720340.40630913
"242","265",3721735.10057831
"243","265",3721735.10058212
"244","275",3721735.10057831
"245","275",3721735.10057831
"246","265",3723129.28857803
"247","275",3723129.28857803
"248","245",3723129.28857803
"249","215",3723129.28857613
"250","255",3724522.97012329
"251","225",3724522.97012329
"252","285",7451832.15226364
"253","245",3725916.14503479
"254","235",3725916.14503479
"255","255",7451832.15225983
"256","245",3727308.81316566
"257","265",3727308.81316566
"258","225",3727308.81316566
"259","255",3731483.77507591
"260","275",3731483.77507782
"261","265",3731483.77507401
"262","205",3732874.41431999
"263","305",3735654.16971207
"264","285",3735654.16971397
"265","235",3737043.28552055
"266","255",3737043.28552246
"267","265",3739819.99250603
"268","235",3742594.66552353
